ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
ERR3230155_119536	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Straboviridae	Biquartavirus	Biquartavirus 44RR2
ERR3230152_294660	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Duneviridae	Unahavirus	Unahavirus uv6H
ERR3230150_163282	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_230423	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_37333	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Kyanoviridae	NA	NA
8067.6.90152.AAGCCT_1989	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	NA
8067.4.90153.GTGCTT_1520	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Vibrio phage martha 12B12
ERR3230152_155763	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_176367	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Sextaecvirus	NA
K7GSL311021_197	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_99069	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8023.5.90052.GAGTCA_10882	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Fipvunavirus	NA
ERR3230155_227445	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230149_95594	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.4.90153.GTGCTT_3645	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_90386	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_58626	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Peduoviridae	Duodecimduovirus	Duodecimduovirus phiE122
8067.5.90158.TGGTGA_2921	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_69693	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Detrevirus	NA
ERR3230152_123585	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311022_93	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311018_414	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_87619	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_197482	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Donellivirus	Donellivirus gee
ERR3230149_80151	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Rauchvirus	Rauchvirus BPP1
ERR3230154_52763	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Spizizenvirus	Spizizenvirus sv105
8067.2.90157.GTCGTA_4290	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.4.90153.ACCTCA_14400	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_207007	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_229782	Viruses	NA	NA	NA	NA	NA	NA	Wenzhou picorna-like virus 24
ERR3230155_31715	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230148_129642	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.4.90153.GTGCTT_4904_1	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230150_4180	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Flowerpowervirus	Flowerpowervirus flowerpower
ERR3230155_130006	Viruses	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Metaviridae	Metavirus	Cladosporium fulvum T-1 virus
8066.5.90150.AAGAGG_18432	Viruses	NA	NA	NA	NA	NA	NA	NA
8067.6.90152.GTGCTT_3097	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Assiduviridae	Cebadecemvirus	Cebadecemvirus phi10una
ERR3230150_176891	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_86109	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_49532	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Synechococcus phage S-CBS3
ERR3230149_219160	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Coventryvirus	Coventryvirus SP441
ERR3230154_48635	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Synechococcus phage S-CBS3
8067.2.90157.GGAGAA_4789	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.4.90153.ACCTCA_7988	Viruses	NA	NA	NA	NA	NA	NA	NA
ERR3230147_45370	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230154_50530	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Trinavirus	Trinavirus trina
ERR3230155_164078	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_151132	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Kayvirus	NA
ERR3230155_34793	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Baoshanvirus	Baoshanvirus BS2
ERR3230153_140678	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Magadivirus	Magadivirus Mgbh1
ERR3230151_442297	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8131.3.91983.GTCGTA_2778	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_89501	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_187711	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311018_8	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_60020	Viruses	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Primolicivirus	Primolicivirus Pf1
ERR3230155_166705	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Doucettevirus	Doucettevirus B22
ERR3230155_197221	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_127200	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Sextaecvirus	Sextaecvirus sextaec
ERR3230155_222317	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_24142	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230148_130053	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
ERR3230152_162183_1	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Haifavirus	Haifavirus tim68
ERR3230150_38225	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Baoshanvirus	Baoshanvirus BS1
ERR3230155_57585	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Schitoviridae	NA	NA
8066.5.90150.AAGAGG_20900	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.6.90152.GTGCTT_3251	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230150_126582	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230147_190364	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Duneviridae	NA	NA
ERR3230155_119654	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Zierdtviridae	Ceetrepovirus	NA
ERR3230155_9158	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Sextaecvirus	NA
8023.5.90052.CACAGT_5843	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_203502	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Zierdtviridae	Ceetrepovirus	NA
ERR3230155_139712	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Sextaecvirus	Sextaecvirus SEP9
ERR3230149_102868	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Rhodococcus phage REQ1
ERR3230155_130228	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Hattifnattvirus	Hattifnattvirus hattifnatt
8067.3.90155.GCACTA_13758	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.2.90157.AAGCCT_2688	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Xylella phage Xfas53
ERR3230155_156841	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.1.90154.CACAGT_19974	Viruses	NA	NA	NA	NA	NA	NA	NA
K7GSL311022_33	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Brunovirus	Brunovirus SEN34
K7GSL311020_152	Viruses	NA	NA	NA	NA	NA	NA	Hubei virga-like virus 2
ERR3230152_76904	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230151_338854	Viruses	NA	NA	NA	NA	Polydnaviriformidae	Bracoviriform	Bracoviriform congregatae
ERR3230152_247802	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Hapunavirus	Hapunavirus VP882
ERR3230155_183722	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Kayvirus	Kayvirus MCE2014
K7GSL311021_148	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	NA	NA
K7GSL311018_235	Viruses	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Southern elephant seal virus
K7GSL311017_525	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230149_293225	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	Kratosvirus	Kratosvirus quantuckense
ERR3230155_60659	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Schitoviridae	NA	NA
ERR3230153_210682	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Zierdtviridae	Chunghsingvirus	Corynebacterium virus P1201
K7GSL311018_3	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	NA
ERR3230151_180841	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
ERR3230155_14815	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_138761	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311015_630	Viruses	NA	NA	NA	NA	NA	NA	Apis mellifera filamentous virus
ERR3230150_229543	Viruses	NA	NA	NA	NA	NA	NA	Apis mellifera filamentous virus
ERR3230152_23303	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Brevibacillus phage Sundance
ERR3230155_169406	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_100073	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Magadivirus	Magadivirus Mgbh1
ERR3230152_201705	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
ERR3230156_591013	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.2.90157.AAGCCT_9810	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311016_403	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Schitoviridae	Zurivirus	Zurivirus zuri
K7GSL311021_17	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_32634	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_8428	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Kyanoviridae	NA	NA
ERR3230152_181562	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Scapunavirus	Scapunavirus scap1
ERR3230153_25139	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_66350	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230156_188417	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Peduoviridae	Wadgaonvirus	Wadgaonvirus wv5004651
ERR3230155_138240	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_147379	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	NA	NA
ERR3230149_300114	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_144702	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Zierdtviridae	Ceetrepovirus	NA
8067.3.90155.GCACTA_11705	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Ripduovirus	Ripduovirus RP12
8067.2.90157.AAGCCT_18906	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311017_462	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230148_130053	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
ERR3230155_131081	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_23696	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Sasdunavirus	Sasdunavirus SASD1
ERR3230149_27808	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_209642	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Baoshanvirus	NA
8067.3.90155.TTGGCA_13446	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.2.90157.AAGCCT_8135	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Sendosyvirus	NA
ERR3230149_91786	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Rhizobium phage RR1-A
ERR3230155_171019	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_99152	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Inhavirus	NA
8023.5.90052.GAGTCA_13120	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_148440	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Rerduovirus	NA
ERR3230149_30727	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Donellivirus	Donellivirus gee
ERR3230150_17931	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Poindextervirus	Poindextervirus BL10
ERR3230154_52752	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Rhodoferax phage P26218
ERR3230153_203922	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Korravirus	NA
8067.5.90158.TGGTGA_4866	Viruses	NA	NA	NA	NA	NA	NA	NA
ERR3230150_81385	NA	NA	NA	NA	NA	NA	NA	NA
ERR3230151_385031	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230147_134787	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_209256	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Nanhaivirus	Nanhaivirus D5C
ERR3230155_210890	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_338380	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
ERR3230155_102526	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Amigovirus	Amigovirus amigo
ERR3230155_175686	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	NA	NA
ERR3230149_159251	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_202347	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Zierdtviridae	Ceetrepovirus	NA
8067.3.90155.GCACTA_5596	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8066.6.90144.GAGTCA_9380	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230150_192327	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230151_167877	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	Tangaroavirus	Tangaroavirus NATL2A133
K7GSL311022_171	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Peduoviridae	Phitrevirus	Phitrevirus phi3
ERR3230150_37387	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	Brussowvirus	Brussowvirus 20617
ERR3230155_7075	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	NA	NA
8023.5.90052.GTGCTT_13486	Viruses	NA	NA	NA	NA	NA	NA	NA
8067.6.90152.ACCTCA_1005	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Assiduviridae	Cebadecemvirus	Cebadecemvirus phi10una
ERR3230147_398432	Viruses	Sangervirae	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Sinsheimervirus phiX174
ERR3230153_152701	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Aurunvirus	Aurunvirus STIM5
ERR3230152_12071	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_44274	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	Lingvirus	Lingvirus PGSP1
ERR3230151_173750	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
ERR3230153_186655	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Perisivirus	NA
8066.6.90144.AAGAGG_5043	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Fipvunavirus	NA
ERR3230147_327816	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311019_122	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	NA
ERR3230152_187590	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230150_109107	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Waukeshavirus	Waukeshavirus waukesha92
8067.4.90153.GTGCTT_4419	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Enterobacteria phage phiP27
ERR3230155_20973	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	NA	NA
K7GSL311018_169	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Schitoviridae	Zurivirus	Zurivirus zuri
ERR3230154_52434	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Jenstvirus	Jenstvirus jenst
8023.5.90052.GAGTCA_1568	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_90553	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
ERR3230156_289942	Viruses	Orthornavirae	NA	NA	NA	NA	NA	NA
8067.2.90157.AAGCCT_12690	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311016_599	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_5939	Viruses	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	NA	NA
8023.5.90052.GAGTCA_17994	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_275108	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_33262	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8023.5.90052.CACAGT_11160	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_190605	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230148_174932	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_141195_1	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Salacisavirus	Salacisavirus pssm2
ERR3230150_30027	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Sextaecvirus	NA
ERR3230156_111360	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Vieuvirus	NA
8066.5.90150.GGAGAA_1255	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Fipvunavirus	NA
8131.3.91983.GTCGTA_539	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230150_254027	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_70581	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230153_185946	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Bixzunavirus	NA
ERR3230148_146619	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Fredfastierviridae	Jamesmcgillvirus	NA
K7GSL311022_176	Viruses	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	NA	NA
ERR3230150_71419	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Casjensviridae	Kokobelvirus	Kokobelvirus kokobel1
ERR3230155_35846	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Kayvirus	NA
8066.5.90150.AAGAGG_3154	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Stenotrophomonas phage S1
8067.6.90152.ACCTCA_5242	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Immutovirus	Immutovirus immuto
ERR3230150_159246	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Coopervirus	NA
ERR3230153_84605	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Peduoviridae	NA	NA
ERR3230148_252149	Viruses	NA	NA	NA	NA	NA	NA	NA
ERR3230155_47487	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Baoshanvirus	Baoshanvirus BS1
ERR3230155_58454	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Gesputvirus	Gesputvirus gsput1
ERR3230155_124810	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230149_238599	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230154_45415	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.2.90157.GGAGAA_17278	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Pahexavirus	NA
8067.4.90153.ACCTCA_9399	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230147_61191	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230154_20431	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230149_126182	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Streptomyces phage mu1/6
ERR3230155_76761	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Zierdtviridae	Ceetrepovirus	NA
ERR3230148_169191	Viruses	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Leporipoxvirus	Myxoma virus
ERR3230153_35295	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Stanholtvirus	Burkholderia phage Bcep176
8066.6.90144.AAGAGG_1840	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Takahashivirus	Takahashivirus PBS1
ERR3230147_92620	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
K7GSL311019_44	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230152_176296	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8067.3.90155.TTGGCA_11479	Viruses	Bamfordvirae	Preplasmiviricota	Maveriviricetes	Priklausovirales	Lavidaviridae	NA	NA
8067.4.90153.GTGCTT_2611	Viruses	NA	NA	NA	NA	NA	NA	NA
8067.2.90157.GGAGAA_14159	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230154_48633_fragment_1	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_112733	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Rountreeviridae	Negarvirus	Negarvirus WP2
ERR3230155_26742	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
8023.5.90052.GAGTCA_18834	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Kyanoviridae	NA	NA
ERR3230148_215577	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	NA	Orpheovirus IHUMI-LCC2
ERR3230152_239237	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	Tritonvirus	NA
ERR3230150_257625	Viruses	NA	NA	NA	NA	NA	NA	Hubei endorna-like virus 1
ERR3230155_93553	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Herelleviridae	Kayvirus	NA
ERR3230153_242934	Viruses	Sangervirae	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Sinsheimervirus phiX174
ERR3230149_94082	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
ERR3230155_25266	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Zierdtviridae	Ceetrepovirus	NA
ERR3230153_156484	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Bendigovirus	Bendigovirus GMA6
K7GSL311018_2	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Thumleimavirales	Halomagnusviridae	Hagravirus	Hagravirus HGTV1
ERR3230150_268991	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Clostridium phage vB_CpeS-CP51
